Description,type,patient,period,is_other_cell,is_CD4_T_cell,is_CD8_T_cell,is_B_cell,is_myeloid_cell,is_proinflammatory_factor,Response,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,RF,tpm,contactCount,atac_count,id
GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP,ART_long,ART,long,0,0,0,0,1,1,1,0.0414201183431953,0.0091313509716694,0.00094364,0.031646459,0.028007739,1786/10144/23214/23355/2035/114799/55818,7,4.53603398573813,13.7632059397797,22.9283158709071,620,38
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN,ART_long,ART,long,0,0,0,1,0,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,1786/196/23443/55236/51460/92181/7798/1871,8,5.05443786982248,6.08690471302669,18.7456903069015,597,39
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_DN,ART_long,ART,long,0,0,0,1,0,0,1,0.0532544378698225,0.00936548817607118,3.18e-05,0.005149227,0.004557167,57153/55972/6223/3560/3716/728621/23064/9267/6777,9,5.6862426035503,56.8646736436624,30.7572371857932,723,40
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP,ART_long,ART,long,0,0,1,0,0,1,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,10048/8289/1954/50650/5305/23112/51735,7,4.42263313609467,11.8948617806121,24.2194157383305,1017,41
GSE17721_0.5H_VS_24H_CPG_BMDC_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,3655/6223/976/10788/6197/23077/128866,7,4.42263313609467,48.8158030193191,21.1739243245891,440,42
GSE17721_CTRL_VS_CPG_24H_BMDC_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,8832/7813/202052/3716/55870/9267/2035/375748,8,5.05443786982248,16.2104969808412,24.6836936042763,986,43
GSE17721_LPS_VS_POLYIC_16H_BMDC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,57153/7009/23214/3560/817/10096/1871,7,4.42263313609467,33.1061790715455,23.8522556530754,573,44
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,255231/5976/7813/9962/976/26036/1739,7,4.42263313609467,9.76147914064816,26.6113421145454,520,45
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,10048/4795/8832/23214/54815/117584/128866,7,4.42263313609467,14.6434143243501,24.9394321160238,519,46
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,10048/29035/727957/54899/26065/976/871,7,4.42263313609467,22.6365139400468,25.2283033610245,301,47
GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN,ART_long,ART,long,0,0,0,0,1,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,1786/26207/9962/549/324/6891/1399,7,4.42263313609467,15.8729719166826,35.1392184469705,601,48
GSE20198_UNTREATED_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0532544378698225,0.00931866073519082,3.06e-05,0.005149227,0.004557167,55972/26065/146691/5533/10992/9274/5094/55683/7798,9,5.71481668698522,29.6506470250619,13.3062849090215,462,49
GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_DN,ART_long,ART,long,0,0,0,0,1,1,1,0.0532544378698225,0.0091313509716694,2.61e-05,0.005149227,0.004557167,5305/64421/3716/26036/54165/23064/117584/6777/23365,9,5.83204369594902,12.0101895594538,23.688737165947,940,50
GSE20715_WT_VS_TLR4_KO_LUNG_UP,ART_long,ART,long,0,0,0,0,0,0,2,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,6767/4026/54815/976/3716/54165/871/51735,8,5.05443786982248,12.5838988706986,17.7843416589088,797,51
GSE21033_1H_VS_12H_POLYIC_STIM_DC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0355029585798817,0.00660266916413018,0.000913265,0.031646459,0.028007739,3077/23443/23112/3716/56852/50852,6,5.37706156364094,10.4568798847896,21.4653729521026,539,52
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN,ART_long,ART,long,0,0,0,1,0,1,1,0.0414201183431953,0.00880355888550691,0.000761809,0.031646459,0.028007739,283450/57494/55187/148867/79745/56204/7798,7,4.70492886818582,4.62757442474732,22.3213033486498,500,53
GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0532544378698225,0.00936548817607118,3.18e-05,0.005149227,0.004557167,26207/26065/23048/60468/54165/10129/1911/7798/65979,9,5.6862426035503,6.55593441179371,33.5998414138141,1255,54
GSE21546_WT_VS_SAP1A_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,4363/55236/55870/10454/6891/9736/1399,7,4.42263313609467,21.5659623341601,29.3427348218001,470,55
GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN,ART_long,ART,long,0,1,0,0,0,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,26207/4215/8832/9466/976/9267/23077,7,4.42263313609467,19.5295329248087,30.6450852746239,634,56
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_DN,ART_long,ART,long,0,1,0,0,0,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,22992/26207/8289/55187/54815/5305/23112,7,4.42263313609467,17.0267397809807,34.3676842875553,1237,57
GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,3655/26207/26065/283450/2035/1911/7982,7,4.42263313609467,4.72127651167488,21.4007243869368,778,58
GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,3655/8826/59269/4026/9466/6197/7409,7,4.44485742321073,5.87399254377096,23.5459437860849,821,59
GSE21927_BALBC_VS_C57BL6_MONOCYTE_SPLEEN_UP,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.00885038632638726,0.000785931,0.031646459,0.028007739,60468/6197/9698/57711/51176/1871/84186,7,4.68003506465045,7.70482471960606,18.0938114521265,736,60
GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,26207/283450/10163/54878/1739/2035/1911/1871,8,5.07983705509797,6.106218168745,28.8521742764004,818,61
GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,11165/3077/23102/3683/202052/8672/9267,7,4.46730619807543,38.8491917873074,25.7844835835063,601,62
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP,ART_long,ART,long,0,1,0,1,0,0,2,0.0473372781065089,0.00927183329431047,0.000185253,0.012943026,0.011454832,26207/3683/9466/976/10788/50852/51176/10055,8,5.10549279780049,36.8593810470645,20.8609348047926,1116,63
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP,ART_long,ART,long,1,1,0,0,0,0,2,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,26065/23048/55187/23064/23355/1911/23077,7,4.44485742321073,12.4820252866105,36.1428375101082,464,64
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP,ART_long,ART,long,0,1,0,0,0,0,2,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,55187/1739/27296/6777/9736/5094/1911/23077,8,5.07983705509797,35.2804170674031,27.922112806965,557,65
GSE22886_NAIVE_CD8_TCELL_VS_DC_UP,ART_long,ART,long,0,0,1,0,1,0,2,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,3560/60468/5305/9267/6777/57711/9402,7,4.44485742321073,20.1739406526341,33.7960184520813,1003,66
GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP,ART_long,ART,long,0,0,1,0,1,0,2,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,3655/3560/60468/57711/51176/51735/9402,7,4.44485742321073,14.1555052549631,23.7835204565414,837,67
GSE22886_TCELL_VS_BCELL_NAIVE_UP,ART_long,ART,long,1,0,0,1,0,0,2,0.0591715976331361,0.00931866073519082,4.36e-06,0.0024884,0.002202283,3655/26207/3683/9466/976/6777/9274/51176/22870/10055,10,6.34979631887247,34.7375273988535,20.0382930708416,1293,68
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_UP,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,3655/26207/26065/3077/5305/976/8742,7,4.46730619807543,7.93105039029961,19.5112200657657,788,69
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,3655/255231/59269/1954/50650/10767/9736/84937,8,5.07983705509797,2.98446804819671,16.2594884295415,1061,70
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP,ART_long,ART,long,0,0,1,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,3655/10048/9466/976/55870/23077/9402,7,4.42263313609467,12.8263271902998,20.4206426043067,539,71
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,6929/23214/65117/54815/54878/55683/22870/55818,8,5.05443786982248,19.8623173080382,17.5027286728666,482,72
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,26207/8832/5305/9466/50852/51735/7982,7,4.42263313609467,9.00474745920469,20.0481494537526,913,73
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,6337/26207/4026/5305/9466/9267/54856,7,4.42263313609467,7.42474084790427,29.4199739318264,1095,74
GSE24210_CTRL_VS_IL35_TREATED_TCONV_CD4_TCELL_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0532544378698225,0.00936548817607118,3.18e-05,0.005149227,0.004557167,3655/57153/4215/54899/4026/3716/10129/9267/55818,9,5.6862426035503,21.3935327067184,27.3347659779087,958,75
GSE24210_RESTING_TREG_VS_TCONV_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,57690/54899/4026/3683/3716/79801/10129/9267,8,5.05443786982248,38.3180447565657,34.756385041684,793,76
GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,57690/26207/9693/55187/3683/10788/8672/2035,8,5.07983705509797,33.6134810171067,33.0516999919606,1010,77
GSE25087_TREG_VS_TCONV_FETUS_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,10144/196/7813/3560/23048/3683/10055,7,4.46730619807543,42.6983234785514,35.3138704784721,1055,78
GSE25677_MPL_VS_R848_STIM_BCELL_DN,ART_long,ART,long,0,0,0,1,0,0,1,0.0532544378698225,0.00847576679934442,1.44e-05,0.005149227,0.004557167,1786/8826/10163/50650/60468/3716/10129/6197/9402,9,6.28314099839812,10.6833790589441,27.8308068664569,1269,79
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0473372781065089,0.00922500585343011,0.000178955,0.012943026,0.011454832,4363/23406/59269/9962/3683/5305/976/92181,8,5.13140900489592,38.786614277412,36.2449234399919,939,80
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0532544378698225,0.00856942168110513,1.58e-05,0.005149227,0.004557167,8826/54899/10163/8289/50650/60468/3716/10129/51735,9,6.21447279076535,12.9104043280779,24.8530834270646,1221,81
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN,ART_long,ART,long,0,0,1,0,0,0,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,255231/4026/3560/3683/4277/8742/8672/6645,8,5.07983705509797,35.6490264697463,25.874174086586,772,82
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0473372781065089,0.00889721376726762,0.000139623,0.012943026,0.011454832,10048/29035/3683/405/5305/51460/79745/29123,8,5.32046091560262,48.1496490294738,20.8678263911923,959,83
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0650887573964497,0.00936548817607118,5.88e-07,0.001284409,0.001136727,8826/7009/4215/9693/23214/3716/10788/10129/6777/23604/6873,11,6.94985207100592,13.5752300101011,26.3347151743271,1025,84
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,29035/64421/55870/7251/79058/56204/55818,7,4.42263313609467,20.7979022442749,19.3623085361205,366,85
GSE27786_ERYTHROBLAST_VS_MONO_MAC_DN,ART_long,ART,long,1,0,0,0,1,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,11165/9851/50650/64421/6197/56204/84937/23077,8,5.05443786982248,5.49629687554193,24.6602969534349,570,86
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,4795/6767/23443/55187/6197/84937/1822,7,4.42263313609467,6.94551445774616,24.2482748779018,430,87
GSE27786_LIN_NEG_VS_CD4_TCELL_DN,ART_long,ART,long,0,1,0,0,0,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,6223/10048/3560/3683/3716/29123/10992/56204,8,5.05443786982248,79.612588110795,27.8521818714699,828,88
GSE27786_LIN_NEG_VS_CD8_TCELL_DN,ART_long,ART,long,0,0,1,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,10048/55187/378938/3683/10992/6197/114799,7,4.42263313609467,785.999679089312,21.1102289814454,403,89
GSE27896_HDAC6_KO_VS_WT_TREG_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0473372781065089,0.00824162959494264,8.21e-05,0.011961323,0.010586007,7818/23303/6767/9466/23064/9698/22870/7409,8,5.74367939752555,9.349585298264,21.9529945851967,371,90
GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN,ART_long,ART,long,1,1,0,0,0,0,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,8705/3655/22992/26065/3716/9267/23355/55818,8,5.07983705509797,17.4927457119366,18.924645238534,718,91
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,8705/9851/1060/728621/79058/2035/54856,7,4.46730619807543,5.25701136858443,18.7085525472625,373,92
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN,ART_long,ART,long,0,0,0,0,0,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,23476/4967/4026/23048/54815/10767/54856/23077,8,5.05443786982248,11.8137720525079,27.809119704227,1038,93
GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN,ART_long,ART,long,1,0,0,0,1,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,1786/1060/55187/976/10129/23355/9736/23163,8,5.05443786982248,14.5331458895346,27.3665409121964,653,94
GSE30083_SP2_VS_SP4_THYMOCYTE_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,3655/727957/3560/5533/23443/976/6645,7,4.42263313609467,14.5149710770906,36.2473814552435,621,95
GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_UP,ART_long,ART,long,0,0,1,0,0,1,2,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,57690/26207/753/23048/3716/10788/10129/51176,8,5.05443786982248,9.80674599603313,46.0114071831597,1392,96
GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,26528/55236/10767/92912/7531/375748/1871,7,4.42263313609467,8.14389409859635,20.1559035539953,400,97
GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_DN,ART_long,ART,long,0,0,1,0,0,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,8705/65117/5533/50852/56204/5094/6873,7,4.42263313609467,32.0854832221364,12.7222844674297,263,98
GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0473372781065089,0.00936548817607118,0.000198395,0.012943026,0.011454832,23406/255231/8832/23102/3683/6645/23365/1871,8,5.05443786982248,36.7911726602309,20.1826901264143,617,99
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,26528/65117/5305/23077/1399/64783/128866,7,4.42263313609467,33.7177247090479,30.808308976785,399,100
GSE339_CD4POS_VS_CD4CD8DN_DC_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,11165/10163/3077/57649/5305/1739/5094,7,4.42263313609467,41.3466839795747,22.4138732558172,587,101
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.0091313509716694,0.00094364,0.031646459,0.028007739,7009/8832/128710/3683/23064/283989/219988,7,4.53603398573813,45.3740395296704,29.903406137189,351,102
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP,ART_long,ART,long,0,0,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,23476/8826/4215/26065/4700/7251/23077,7,4.42263313609467,15.8787935846699,19.788030293848,168,103
GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_DN,ART_long,ART,long,0,0,0,0,1,1,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,11165/1786/23112/10788/10129/8672/23064,7,4.42263313609467,7.95832301479259,38.6504169481288,806,104
GSE360_DC_VS_MAC_L_DONOVANI_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0532544378698225,0.00936548817607118,3.18e-05,0.005149227,0.004557167,7009/23443/6613/3683/10788/6197/8065/7409/55818,9,5.6862426035503,43.4650846079112,18.925690689889,640,105
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,23443/3683/5305/10129/6197/5094/7409,7,4.42263313609467,65.1120059272688,27.3057623669133,663,106
GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP,ART_long,ART,long,0,0,0,0,1,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,23406/196/29123/56204/51735/7982/8726,7,4.42263313609467,8.34057119245809,25.5101009962642,917,107
GSE369_IFNG_KO_VS_WT_LIVER_UP,ART_long,ART,long,0,0,0,0,0,1,2,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,57690/60468/64421/3716/79801/9267/51176/65979,8,5.07983705509797,13.3333707645767,29.0124919300415,1101,108
GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,1786/6613/23112/54878/79058/1911/1871,7,4.46730619807543,19.9710859885874,29.1875707240102,549,109
GSE37301_MULTIPOTENT_PROGENITOR_VS_COMMON_LYMPHOID_PROGENITOR_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00786701006789979,0.000390018,0.023353003,0.020667868,3655/7818/5305/3716/4700/79613/51176,7,5.26503944773176,12.5596654628505,19.4794762815562,1001,110
GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,23476/57494/1911/55683/51735/128866/219988,7,4.44485742321073,11.2238345995322,17.5198512978153,253,111
GSE37532_WT_VS_PPARG_KO_LN_TCONV_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0532544378698225,0.00936548817607118,3.18e-05,0.005149227,0.004557167,57690/65117/55187/60468/7745/5305/9466/9736/51735,9,5.6862426035503,10.5740640483622,21.9088994042422,988,112
GSE37563_WT_VS_CTLA4_KO_CD4_TCELL_D4_POST_IMMUNIZATION_UP,ART_long,ART,long,0,1,0,0,0,0,2,0.0414201183431953,0.00772652774525872,0.000349839,0.021844928,0.019333191,727957/10479/146691/23064/22866/51735/9402,7,5.36076743769052,7.40004719723072,35.8160109911329,399,113
GSE38696_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP,ART_long,ART,long,0,0,0,1,0,0,2,0.0591715976331361,0.00861624912198548,2.16e-06,0.002360926,0.002089466,26207/549/55187/5305/23365/23077/8065/51735/7409/84186,10,6.86744275791099,6.10252928465019,27.8100135455891,1014,114
GSE3920_IFNB_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP,ART_long,ART,long,1,0,0,0,0,1,2,0.0414201183431953,0.00782018262701943,0.000376235,0.023162293,0.020499086,8705/6223/79801/4700/50852/84937/51176,7,5.2965666300535,45.1270438021287,15.5745007622481,380,115
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP,ART_long,ART,long,0,1,0,1,0,0,2,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,3655/1786/3560/54878/976/10129/50852/9402,8,5.07983705509797,14.1927858634817,30.6957008636015,648,116
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP,ART_long,ART,long,1,1,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,8705/23406/9693/976/8672/23355/1871,7,4.42263313609467,9.59598858989001,20.5347434727912,492,117
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN,ART_long,ART,long,1,0,0,0,0,1,1,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,753/9693/9466/84937/114799/51735/1822,7,4.44485742321073,4.4500391146926,28.001464124041,721,118
GSE40273_EOS_KO_VS_WT_TREG_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,57153/55972/57690/26207/60468/54165/23163,7,4.44485742321073,19.6693598629956,27.7923843098186,758,119
GSE40273_GATA1_KO_VS_WT_TREG_DN,ART_long,ART,long,1,0,0,0,0,0,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,196/4026/60468/9466/3716/54165/29123/9267,8,5.07983705509797,13.2562931643852,31.0542031242287,1413,120
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN,ART_long,ART,long,0,0,1,0,0,1,1,0.0414201183431953,0.00931866073519082,0.001061934,0.031646459,0.028007739,57690/60468/8672/9698/79613/22866/9402,7,4.44485742321073,4.8668320183538,27.5762974641151,821,121
GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_UP,ART_long,ART,long,1,0,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,26207/64324/55870/11163/7409/128866/1822,7,4.42263313609467,9.37253218684919,35.1886480544323,739,122
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_60H_UP,ART_long,ART,long,0,1,0,0,0,1,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,4363/59269/10163/976/10767/6197/7251,7,4.42263313609467,12.1864813139691,21.5726296450292,809,123
GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP,ART_long,ART,long,1,0,1,0,0,0,2,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,1786/10479/4026/50650/9466/10788/8672,7,4.46730619807543,3.91913989439148,20.1836235442845,966,124
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_UP,ART_long,ART,long,0,1,0,0,0,0,2,0.0591715976331361,0.00936548817607118,4.55e-06,0.0024884,0.002202283,3655/7818/10144/6767/10129/6777/23355/50852/1911/51176,10,6.31804733727811,8.29467949962001,23.2876234694354,755,125
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN,ART_long,ART,long,0,1,0,0,0,0,1,0.0473372781065089,0.00931866073519082,0.000191731,0.012943026,0.011454832,8826/26207/3560/3683/54815/5305/8672/1871,8,5.07983705509797,39.5314234172209,32.1004112600423,1096,126
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP,ART_long,ART,long,0,1,0,0,0,0,2,0.0414201183431953,0.00936548817607118,0.001093254,0.031646459,0.028007739,3655/10144/4215/3077/9466/50852/51176,7,4.42263313609467,5.10268202843214,14.3371359989901,481,127
GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_DN,ART_long,ART,long,0,0,0,0,1,0,1,0.0414201183431953,0.00927183329431047,0.001031324,0.031646459,0.028007739,4967/23406/8826/7009/23102/148867/10788,7,4.46730619807543,9.62512646086975,22.092620412228,706,128
